"item","prompt"
"winogrande.646","Two different methods to help the blind people at the shelter, Maria raised money for it while Natalie preferred to do work for it because Natalie was a volunteer.

Kenneth was very talented and auditioned for the part in the play unlike Brian, therefore Brian was denied the part.

Elena got very good grades in school while Lindsey was constantly failing classes because Lindsey did not have very good study habits.

Neil asked Ian how to make a zentangle, because Neil had forgotten how to do that design.

Chicken was a staple in the diet of Leslie and not Nick because Nick is a vegetarian.

Ian needed to adjust the mirror and Craig did not because Ian"
"winogrande.12","Being a high school teacher suited Victoria but not Angela, as Victoria found teenagers funny and insightful.

She was able to lift all the boxes with books but asked the neighbour to help her with the chairs, because the chairs were heavy.

Lindsey listed as Angela talked about Angela 500 square foot garden that she hand dug with a shovel.

William got lost in thought more often than Jason because William was prone to daydreaming.

Working in a government agency better suited Ian than Brian because Ian followed the rules.

The water in the car was hotter than the water in the truck because the engine in the car"
"winogrande.1044","Elena gave advice to Sarah about being in a good relationship, and Sarah listened to their advice.

I decided I wanted some sausage, when I asked the butcher if I should get lamb or pork. The butcher chose the common option so I got pork .

Punk was her favorite type of music, but she liked to relax to a romance book, too.  She just preferred the music to be aggressive.

Joe used soap to get rid of his smell, but the Soap was too weak.

Donald wears a black dress to the dance, while Brett chooses a yellow one. Donald probably has a darker personality.

Mark wanted to lose some weight by starting a diet and workout routine.  He focused mainly on the diet"
"winogrande.260","The math department at the school excelled, while the history department floundered, as the district put massive funds into the math department.

The laptop was owned by Craig and the desktop by Hunter, so Hunter was unable to easily transport their computer.

My shampoo did not lather easily on my Afro hair because the shampoo is too little.

The student tried to use the old pen to fill out the application but the pen was too old.

Megan bought more eggs than Rebecca did because Rebecca was making toast for their breakfast.

Natalie had a pig while Jennifer had a cow so Natalie"
"winogrande.640","Kevin felt much worse than Robert after the party because Kevin had eaten a lot more of the food.

The prescription that Betty wrote for Jennifer's medication was hard to read, but Jennifer understood because they also had terrible handwriting.

Megan is better at teaching things to kids, than Cynthia is, so Cynthia is a terrible teacher.

The windows were very dirty, but Joseph saw no reason to clean them while William immediately cleaned them.  Joseph was a naturally dirty person.

The coach tried to put the net up in the field but the net was too large.

The juice from the mango fruit could not fill up the cup because the mango"
"winogrande.1046","Ben wanted to eat bacon or salad for breakfast, but the bacon was too unhealthy for the morning.

We added garlic to the omelette, but not to the potato, since the potato worked poorly with the flavor.

Staying healthy in the winter was easy for Hunter but not Eric because Eric didn't eat the right foods or exercise.

James foot could not enter the shoe with the socks on his foot because the shoe is tight.

Craig told Jeffrey that he would help him form an LLC.  Craig was generous.

Erin was eating more than Betty was eating for dinner because Erin"
"winogrande.229","Michael asked Kevin to prune their gooseberry bushes, because Kevin would be in town that week.

Cynthia went through her dresser looking for a sweater; when she couldn't find one, Rebecca lent her one. Cynthia was appreciative.

Maria makes a demo CD with the help of Megan because Maria is a performer.

The woman determined the smell in the kitchen was coming from the potatoes instead of the onions, because the Onions were fresh.

Steven really enjoyed sex a lot but Kevin did not. Kevin had a lot of cats.

Cynthia ate all of the dessert while Sarah did not have any since Cynthia"
"winogrande.976","Emily took a long time to look at the menu, while Christine took a short time, so Christine ordered first.

Pete loved the chocolate bar and tried to dip it in his glass of milk but the bar was too big.

The boy could throw the javelin better than the shotput because he practiced with the shotput less often.

The bank was on the brink of collapse while the brokerage was healthy, because the bank was freewheeling with its debt .

Christine played spin the bottle and had to kiss Betty after their turn, because Betty was the the one who got picked by the bottle.

The box slid down James hand when he was wearing a glove, hence he removed it and lift it again. The glove"
"winogrande.523","Mike used a new notebook for his notes instead of his notepad, since the notepad was full .

Homework was easy for the smart Laura  but not for Jessica as Laura was very intelligent.

Jill bought a rock as decoration for the cage, but it didn't work because the cage was too small.

Angela wanted to write a letter to her teacher but sent him a postcard instead because the postcard would've been more captivating.

Cynthia just got her period, but Victoria has had hers for years due to Victoria being a grandma.

Adam loved dogs but Jason was afraid of them, so only Adam"
"winogrande.744","She was trying to decide between coffee or warm milk, but grabbed the warm milk since she wanted to stay asleep.

Jeffrey fed their guinea pig alfalfa, while Robert fearfully watched from a distance. Robert was scared of guinea pigs.

Christine fought with the others over teamwork while Jessica was very dependable, so Jessica was picked to be on the squad.

Federico couldn't see in the bedroom when coming from the bathroom for the bedroom was too dark.

James slid down from the top of the roof to the fence because the fence is shorter.

Craig had a slower running phone than Logan because Craig"
"winogrande.266","Joel walks up the driveway slower than Leslie does because Joel is an older person.

Amy learned to play the mandolin from Elena due to Elena being a music teacher.

France is the birthplace and home of Megan though Carrie was born in and lives in Kenya. The European is Megan .

William wants to file a lawsuit so he asks Aaron for help, because William knows nothing about law.

When they started offering swimming lessons at Laura 's school, Victoria asked if Victoria was also allowed in.

The wooden doors at my friends work are worse than the wooden desks at my work, because the doors"
"winogrande.736","The kitten climbed onto Mary's lap and avoided Felicia because Mary had been giving her treats.

The planks for the house were taken out and replaced with tiles as the tiles were brand new.

Jason worked for the weekend, but Kenneth liked their job - Kenneth had always enjoyed doing hard work.

While repairing the drywall, Joel asked Ian if the texture of the new drywall matched the old drywall in the dining room, because Ian was in the dining room.

Before selling the watches they had to clean the crevices off. The Watches were very expensive.

Sarah had to call in an expert unlike Erin because Sarah"
"winogrande.164","She took her arrow and sword and ran out of the house to hunt for zombies. The sword was steely.

After the meal, John took the dish into the kitchen and washed it into the sink. This got the sink dirty.

Since Laura had diabetes but Jessica did not, Jessica did not need a daily shot to control their blood sugar.

American football is Rachel's favorite sport, but Amy doesn't like it, so Rachel is more likely to be from the US.

Rachel played in the swimming pool while Jessica jumped in the muddy puddle. Rachel was still clean when they returned home.

My face was more familiar than it was at the bar than the gym because I went to the bar"
"winogrande.683","When it came to learning English, Emily had no problem, but Rachel had a hard time, because Rachel was born and raised speaking Spanish.

Jennifer was helping with Kayla's computer problems adding programs to the launchpad so Jennifer got control over the computer.

When Tanya asked Emily questions about the dead cat found at the corner of the park, Emily was forced to prevaricate.

Sarah constantly wore makeup, but Cynthia preferred the natural look, so Sarah spent far more money on makeup.

Sarah did not want to wash her lace handkerchief in the washing machine because the machine is too rough.

Jessica was arrested for growing hemp by the police but not Sarah because Jessica"
"winogrande.577","Growing pine trees suited Brian but not Justin because Brian had a lot of knowledge about growing trees.

The family chose to ride the bus instead of the van to their destination because the van was uncomfortable.

Trying to train a hamster is easy for Joel but not Nick because Joel has a lot of patience with animals.

Brian loaned their phone to Neil because theirs broke, and Neil thanked them for being so generous.

I tried to repackage the paint in a new tub, but it didn't fit because the paint was to much.

The doctor told Kevin to exercise more often but not Neil. Neil"
"winogrande.880","The tank stopped using the flamethrower and moved to the cannon, as the flamethrower was useless in the attack.

Joel had to put on multiple layers of clothes unlike Logan because Joel lived in a cold area.

Samuel got annoyed every time that Lawrence came into view, because Lawrence had a crush on them.

Kenneth asked Dennis what time the dance was being held, because Kenneth had forgotten.

Cynthia always dwelled on the past whereas Maria did not, so Maria never looked at old photographs in a photo album.

Ryan grew the houseplant from seed, but Matthew bought a plastic plant instead, because Matthew"
"winogrande.237","She didn't like the reasons that he gave as much as her explanations because the reasons were lies.

Katrina was better suited to milking the cow than Natalie because Natalie had grown up in the city.

Billy had to take the exam using only his crayon instead of his pencil because the crayon was new.

Nautral living meant Maria wouldn't even take aspirin, which Sarah thought foolish. Sarah didn't believe any medication was bad.

To hire an efficient worker, ben bought a notebook and laptop to record notes. He found the laptop was more faster as he likes to type.

Tanya looked for an escape route while Elena did not because Tanya"
"winogrande.1241","Rosalind taught her daughter to tie her shoes, but not how to tie bow ties. This is because tying the shoes is straightforward.

Cooking was a chore for Patricia but suited Felicia, as Patricia could barely follow simple recipes.

On Sunday Jacquie went swimming in the pool in the morning and went skiing on the mountain in the afternoon. She went to the mountain later.

The people didn't want to sit by Christine but sat by Sarah instead although Sarah farted.

James won the legal argument because he presented video evidence that contradicted the witness as the video was verifiable.

Laura was thrilled to get their lip pierced but Rachel was pretty scared. Rachel"
"winogrande.607","After the dentist appointment, Justin smiled bigger than Randy because Justin was proud of their braces.

Brett traded Kevin's snacks out for apples instead, because Kevin was irresponsible about his blood sugar.

The fingernails of Amy are worked on by Rebecca because Rebecca works at the nail salon.

Rachel was a waiter but Angela was customer, so Rachel had to serve the food for dinner.

Simone wanted to attend the opera but chose the play instead because the play was not far from home.

Brett was actively engaged in weight loss whereas Benjamin was trying to gain weight, so Benjamin"
"winogrande.964","The woman added a collagen supplement to her morning fruit smoothie because the collagen maintained her youth.

He wished he'd brought the brown shoes instead of the black shoes because the black shoes were less comfortable.

Steve's injured knees had to undergo several complex medical procedures because the knees were buckling.

Jesse was learning to parallel park when he hit the gas pedal so hard he hit the car behind him and got out to check on the car .

Neil gave the new technology to Nick, because Nick wanted to experience the advancements from someone else.

Although Angela was overall a nicer person than Natalie, Natalie"
"winogrande.555","Lawrence loves to watch people play baseball but Logan does not. Logan went to the football game at the stadium.

The athlete tried to store the weight in the box but the box was too small.

Kim poured the entire bowl of chicken into the hot pan on the stove until the bowl was empty.

Living abroad for the year suited Emily more than Mary because Mary missed her home.

I added cocoa to my protein powder, I poured the cocoa from the box to the jug until the jug was full.

Donald took medication for their anxiety, and Craig went to therapy because Donald"
"winogrande.381","Alexia had to make do with cleaning her teeth with mouthwash instead of a toothbrush because the mouthwash was all she had.

Adam wanted to play the game on the table instead of the carpet, because the table had a smoother surface.

The man tried to put the furniture on the floor but the floor was too small.

I want to incorporate more tofu in my diet. I could try cooking it more or buying it more. The cooking is more time consuming.

Sarah enjoyed drinking strong coffee but not Monica because Sarah savored the taste of coffee.

The stone still thudded on the floor even though it was dropped on the pillow. The pillow"
"winogrande.171","Benjamin was trying to get in shape and bought a bicycle instead of a treadmill because with the treadmill he couldn't be outdoors.

Care was taken to reduce the infections and improve patients' health, the health flourished.

The load dropped at the side of Matthew when he was carrying it with Samuel because Matthew is weak.

Cleaning a piano is easy to Nick but not Leslie because Leslie makes it complex by not using a feather duster.

The chef wanted to store the apricots inside the bottles but the apricots were too large.

Jessica enjoyed a simple, basic life with Betty, but Betty"
"winogrande.648","At the train station, Aaron missed their train, while Derrick caught theirs. Aaron was always late to everything.

Jeffrey was walking around his neighborhood and saw Aaron breaking into a house, Jeffrey ran away and called the police.

The vacuum that I bought was a lot better than the simple broom, because the vacuum was powerful.

Derrick was much more successful in life than Brett was because Brett was lazy in school.

The vacation was more expensive than the business trip was because the vacation was longer.

Tanya wanted to audition for the show that Sarah was casting, so Sarah"
"winogrande.817","Michael absolutely refused to accept the apology that Kyle offered to them, because Michael was stubborn.

The man tried to put the boat in the pool but the pool was too small.

Jennifer suffered from diabetes but Samantha did not. Jennifer had to inject themselves with medicine every week.

The new stereo equipment did not fit inside the trunk of Bill's car, the equipment was too wide.

The ropes in the gym class didn't reach the mats because the mats were too low.

The pressure of finding new jobs is harder than finding new apartments. The apartments"
"winogrande.429","The doll was propped up on the corner of the table, because the doll needed support for it to stand upright.

Neil had always admired how Joseph spoke French, because Neil struggled with even basic words.

Elena decided to attend a seminar on self esteem but Christine did not as Elena was very insecure.

The $100 bet between Roger and Josh was set: Roger chose a bowling competition rather than a pool competition because the bowling competition was likelier to showcase his athletic superiority.

To get hired by Rebecca a pair of boots must be provided for Monica, Monica is in need of some boots.

The shirts were straighter than the pants because the shirt"
"winogrande.169","Laura trained as a nurse, however Natalie trained as an architect. Natalie found the accident victims' vital signs with great difficulty.

Priscilla was nervous about the test but not the quiz because the test was much more difficult.

The man tried to hide the loan inside the safe but the loan was too large.

Lindsey treated Megan to a fancy holiday, so Megan was seen as quite the lucky person.

The brown leather glove was loose on her hand because the glove was too big.

Keeping the doors closed and the windows opened kept the apartment cool , because the windows"
"winogrande.753","She replaced all of the old kitchen knives with new knives, because the new knives were sharper.

The volunteer at the charity drive decided to give the workers soups instead of sandwiches because the soups were available.

James cannot put his signature in between the box provided because the box is small.

Carrie likes to spend a lot of time on the internet but Jessica does not. Jessica is rarely on their computer surfing the web.

He thought making statues was more rewarding than paintings, because the paintings were routine for him.

Robert usually didn't like fish as much as Kyle however Kyle"
"winogrande.219","Logan ate more sugary candy than Samuel and rarely brushed their teeth, but Samuel still had more cavities.

The ball that we use for basketball will not fit in the basket because the basket is too small.

Angela's house is a lot cleaner than Amy because Angela happens to be a professional maid.

He tried to put the pacifier into their baby's mouth, but struggled because the mouth was too tiny.

Katrina's house received a lot less damage from the storm than Natalie's, because Katrina lived farther from the ocean.

William liked to be outside more than Kyle so Kyle"
"winogrande.700","James shoe easily dug out some dirt from the ground while he was running because the dirt is lose.

The elderly people at the nursing home love Derrick more than Justin because Justin had little practice on their relatives.

Emily has nicer skin than Monica because Monica does not protect it with sunscreen and long sleeves.

Jeffrey learned from Jason that aloe vera was good for his skin, so he stole some from him, but got caught. Jason was no longer trusting of him.

Its important to choose your character's personality. You want either adamant or jolly. The adamant personality makes you have better attack.

Samantha decided to mix the mortar while Rebecca applied it to the wall. Samantha"
"winogrande.808","The teenager poured gas from the container into the tank of his car until the tank was full.

I preferred to watch the news on TV and not read the articles online, because the articles were more dull.

Rachel handed Carrie twenty dollars so at the cash register Carrie could sell the collar for the puppy.

It was easy for Derrick to stop smoking but not Matthew because Matthew had very poor willpower.

Emily sought the advice of Rebecca on how to handle alimony because Rebecca had been through a divorce before.

Tanya recently finished filling out a job application but not Megan because Tanya"
"winogrande.772","The macaroni was better than the nachos because the sauce on the nachos was blander.

Amy had to travel today. Wells Fargo was a few miles away and Taco Bell was many miles away. She traveled to the Wells Fargo first because it was nearer.

Victoria wanted to give Mary a reason to finish the race with him, because Mary was so discouraged.

The food was attractive to flies, so between swatters and butter knives, the diners ended up using the swatters more.

Edith's physics class was moved from the classroom to the theater because the classroom was unavailable.

Mary wanted to surprise Cynthia with a puppy for Christmas, so Mary"
"winogrande.749","Carrie enjoyed welding as a hobby so they took a class from Felicia. Felicia lectured a lot.

Betty helped Monica with some last minute studying because Betty had made good grades on the last tests.

Diamonds are Adam's specialty, whereas Kyle has no experience with them because Kyle is a car salesman.

Maria likes to stay at home during vacation while Patricia enjoys and adventure setting, Patricia went hiking during vacation.

I think that Logan disliked the pie more than Justin, by virtue of Justin eating so much of it.

Rebecca had a way of minimizing risks whereas Mary usually did not. This made Rebecca"
"winogrande.1043","William was able to survive the tragic shipwreck that killed Kevin, because Kevin was a weak swimmer.

The woman asked Victoria instead of Elena to make her a meal because Elena was a worse cook.

Patricia had many more wrinkles on their face compared to Jennifer, as Patricia was very old.

Kelly poured the entire cup of water into the mixing bowl on the counter until the bowl was full.

The ceremony was going on so long that the guests were getting frustrated with the participants, because the participants were known to stall.

Carrie kept written records of their expenses but not Laura because Laura"
"winogrande.1024","His muscles got a lot bigger from using the powders than from using the vitamins, because the powders were useful.

Katrina was invited by Amy over to jump in a piles of leaves after Amy raked them into a pile.

Todd took the bread out of the oven at 5 p.m. as the recipe instructed, yet the bread was dry.

Megan desperately wanted a relationship with a sweet girlfriend like Lindsey because Lindsey felt loved.

Kayla did not have a large backyard like Erin did because Erin lived in a house.

Benjamin had less piercings than Jeffrey did so it was harder for Jeffrey"
"winogrande.596","Logan wants to paint his room green, and Kenneth wants to paint his room gray.  Kenneth bought gray paint today.

Derrick was able to skip the test unlike Donald because Derrick was present the day there was an option to opt out.

While celebrating Rachel's birthday, Rebecca drank tequila because Rachel was pregnant and couldn't drink alcohol.

Nick showed Michael the one armed push up that he had been practicing.  Michael was amazed.

Natalie was giving all the medical training to Monica, because Natalie was the residential expert.

She watered the rose but not the cactus, because the soil of the rose"
"winogrande.1125","I was able to carry the paint roller but I asked my husband to fetch the bucket because the bucket was heavy.

At the meet and greet event, Amy asked Lindsey to sign a copy of the book, since Lindsey was the author.

Sarah was pulled over by Cynthia who was a police officer because Cynthia caught them speeding.

Emily asked her sister Sarah if she needed any tampons or pads from the store, even though Emily didn't because she had switched to using menstrual cups.

Brett didn't believe Craig that essential oils worked, until Brett learned that they were indeed effective.

In the accident the vehicle of Nelson received more damage than that of Justin, since Justin"
"winogrande.308","Kevin wanted to sleep on his new pillow so Lawrence had to stop playing loud music, making Lawrence very angry.

Dennis wanted William to skip school with them so Dennis would not have to do it alone.

Emily's hair was recently dyed to get the gray out, but Erin has never had grays, so Erin is younger.

The man moved money from the safe into the wallet until the safe was empty.

The piercing on the tongue got infected but the ear didn't because the tongue was dirtier.

Maria asked Cynthia if she could borrow some fuel for her car, as Maria"
"winogrande.498","Gary's wife could sleep in the bed or on the couch, but chose the bed because Gary had stopped snoring.

Brian checked into a 1-Star motel while Joseph checked into a 5-star hotel. Joseph didn't see a rat in their room.

Angela was better at practicing piano than Megan and received the scholarship to music camp, so Angela was excited.

I placed my leftover food from the plate into the container until the plate became empty.

Joel was talented with water-based paint while Dennis loved to sing. Dennis was outgoing on stage.

Christine told Samantha at court their reasons for their expired license, since Christine"
"winogrande.1020","Spiders and flies are both common household bugs, yet in the world of predators and prey, the spiders are the predators .

The concert goes poorly for Christopher, but Lawrence performed very well. Christopher was avoiding practicing beforehand.

The fish swam away from Neil and towards Robert because Robert was pouring the food in the aquarium.

I decided to learn to speak Chinese instead of French because the Chinese language is more useful in international business.

Brett decides to leave a note for Brian, but Brian would prefer speaking in person.

I did not see the sign on the billboard on the highway because  the billboard"
"winogrande.815","The motor on the boat was smaller than the yacht so the boat was more weak.

Brett made a homemade pie while Eric bought a pie at the store because Eric was a terrible baker.

The new oven won't fit through the doorway to the kitchen because the doorway is too narrow.

Brett had a lot more scars on his body than Jason because Brett was in a lot of street fights.

People wear sunglasses in the summer but not in the winter because the winter is very cold.

The professor's eyes could not see clearly because of the sunglasses he had. The Sunglasses"
"winogrande.559","Kevin is much more of a risk taker than Joseph, because Kevin is an adventurous person.

Elena dyed Katrina's hair in a bright red and green colour, because Elena is hairdresser.

Tim liked using his credit card more than he liked writing checks because the check was old fashioned.

The hammer struck a blow but failed to crush the box, as the box was too strong.

The waiter could not cover the round tables with the square tablecloths because the tablecloths were square.

The shoddy bridge held secure for when the cars were getting passengers across the town to their destinations on time. However the passengers"
